  -7.12581390983073e+00   7.31067642736131e-23   8.24566523063073e-01
  -6.40949814926966e+00   9.23173653648947e-19   6.40950485911832e-01
  -5.81222594951591e+00   1.19734401708913e-15   5.61749014648018e-01
  -5.27555098651588e+00   4.21501021131330e-13   5.15037284665546e-01
  -4.77716450350260e+00   5.93329146337822e-11   4.83571440734605e-01
  -4.30554795335120e+00   4.09883216475806e-09   4.60786455689514e-01
  -3.85375548547144e+00   1.57416779254069e-07   4.43553185500030e-01
  -3.41716749281857e+00   3.65058512955101e-06   4.30163710879273e-01
  -2.99249082500237e+00   5.41658406180313e-05   4.19597753079845e-01
  -2.57724953773232e+00   5.36268365526303e-04   4.11206128711029e-01
  -2.16949918360611e+00   3.65489032664305e-03   4.04557061795358e-01
  -1.76765410946320e+00   1.75534288315188e-02   3.99354844617207e-01
  -1.37037641095287e+00   6.04581309557245e-02   3.95393939394942e-01
  -9.76500463589683e-01   1.51269734076172e-01   3.92531864364598e-01
  -5.84978765435932e-01   2.77458142301666e-01   3.90672744627327e-01
  -1.94840741569399e-01   3.75238352591635e-01   3.89757342026226e-01
   1.94840741569399e-01   3.75238352591635e-01   3.89757342026226e-01
   5.84978765435932e-01   2.77458142301666e-01   3.90672744627327e-01
   9.76500463589683e-01   1.51269734076172e-01   3.92531864364598e-01
   1.37037641095287e+00   6.04581309557245e-02   3.95393939394942e-01
   1.76765410946320e+00   1.75534288315188e-02   3.99354844617207e-01
   2.16949918360611e+00   3.65489032664305e-03   4.04557061795358e-01
   2.57724953773232e+00   5.36268365526303e-04   4.11206128711029e-01
   2.99249082500237e+00   5.41658406180313e-05   4.19597753079845e-01
   3.41716749281857e+00   3.65058512955101e-06   4.30163710879273e-01
   3.85375548547144e+00   1.57416779254069e-07   4.43553185500030e-01
   4.30554795335120e+00   4.09883216475806e-09   4.60786455689514e-01
   4.77716450350260e+00   5.93329146337822e-11   4.83571440734605e-01
   5.27555098651588e+00   4.21501021131330e-13   5.15037284665546e-01
   5.81222594951591e+00   1.19734401708913e-15   5.61749014648018e-01
   6.40949814926966e+00   9.23173653648947e-19   6.40950485911832e-01
   7.12581390983073e+00   7.31067642736131e-23   8.24566523063073e-01

